lijie
0.035077792
-0.08229129
-0.176478729
-0.053235184
0.05042208
-0.027102327
-0.031985965
-0.028766789
0.005679792
-0.145161346
-0.065255031
0.025574913
-0.092570044
-0.109059975
0.016842794
0.013458521
0.02038086
0.029658951
0.082041487
-0.077551879
-0.09119992
0.033147186
-0.184123635
-0.014264806
-0.016903829
0.084908709
-0.00385992
0.133748263
-0.006017634
0.070134044
0.091110356
0.092162922
-0.043238632
-0.076087311
-0.063780792
0.008034321
-0.1249419
0.016178835
0.186321974
-0.000535543
-0.038965151
0.046696689
0.016071523
-0.147031367
-0.023046255
-0.024708558
-0.015273484
0.00527145
-0.104167148
0.110124364
0.035463236
0.116340116
0.145900443
-0.028703876
0.107447654
0.109112956
-0.083665825
-0.032554839
0.005953964
-0.041905984
-0.095981948
-0.097451828
0.010108011
0.174066275
0.155018494
0.103951365
0.059142731
0.001896149
-0.067041144
-0.046835564
0.112860397
-0.111315973
0.120196141
-0.111265719
-0.025671
0.072668113
-0.112411655
0.124241248
-0.050135404
-0.060856942
-0.061305065
0.045855414
-0.015720278
0.091234066
0.065983891
-0.070499428
-0.010835051
-0.017513333
-0.084395505
0.0801486
0.216129333
0.009324871
-0.15118356
-0.059824403
-0.03517957
0.03397584
-0.055923611
-0.073259428
-0.100260228
-0.01234051
-0.06314905
0.094573446
0.171167046
-0.097593658
-0.07095138
-0.082312137
0.02111244
0.059140414
-0.001143287
-0.113210551
0.001487855
0.086333856
0.041258089
0.046350293
0.16955556
-0.01717958
-0.013319869
0.279518783
0.108523272
0.005068701
0.030118333
0.019935956
0.208756953
0.055404816
0.043919966
-0.188059539
-0.009527138
-0.064772673
